timestamp,local_timestamp,exchange,symbol,ask_1_price,ask_1_qty,ask_2_price,ask_2_qty,ask_3_price,ask_3_qty,ask_4_price,ask_4_qty,ask_5_price,ask_5_qty,ask_6_price,ask_6_qty,ask_7_price,ask_7_qty,ask_8_price,ask_8_qty,ask_9_price,ask_9_qty,ask_10_price,ask_10_qty,bid_1_price,bid_1_qty,bid_2_price,bid_2_qty,bid_3_price,bid_3_qty,bid_4_price,bid_4_qty,bid_5_price,bid_5_qty,bid_6_price,bid_6_qty,bid_7_price,bid_7_qty,bid_8_price,bid_8_qty,bid_9_price,bid_9_qty,bid_10_price,bid_10_qty
1715247432766,1715247432718040000,GATE,BNBUSDT,595.4,12.843,595.45,7.254,595.5,11.008,595.55,11.8,595.6,8.915,595.65,17.692,595.7,16.475,595.75,28.599,595.8,31.887,595.85,22.05,595.3,5.929,595.25,3.94,595.2,4.678,595.1,3.281,595.05,4.397,595,3.75,594.95,15.331,594.9,16.474,594.85,10.995,594.8,7.334
1715247432865,1715247432812702000,GATE,BNBUSDT,595.2,3.25,595.25,5.716,595.3,1.929,595.35,13.463,595.4,14.282,595.45,17.155,595.5,11.127,595.55,25.478,595.6,15.564,595.65,14.969,595.15,3.07,595,1.026,594.95,0.001,594.9,1.826,594.85,9.977,594.8,1.042,594.75,8.265,594.7,5.438,594.65,8.689,594.6,7.722
1715247432961,1715247432907655000,GATE,BNBUSDT,595.1,6.712,595.2,11.401,595.25,11.474,595.3,7.858,595.35,14.829,595.4,14.107,595.45,11.727,595.5,17.847,595.55,30.414,595.6,18.399,595.05,4.397,595,1.026,594.95,0.041,594.9,0.085,594.8,2.728,594.75,14.993,594.7,2.733,594.65,11.284,594.6,7.722,594.55,12.889
1715247433064,1715247433017665000,GATE,BNBUSDT,595.1,3.554,595.15,1.933,595.2,8.751,595.25,11.474,595.3,10.577,595.35,26.592,595.4,12.945,595.45,14.45,595.5,17.847,595.55,19.817,595.05,4.397,595,1.026,594.95,0.041,594.9,0.085,594.85,2.723,594.8,4.472,594.75,9.143,594.7,2.733,594.65,8.689,594.6,14.452
1715247433163,1715247433227627000,GATE,BNBUSDT,595.1,10.804,595.15,6.562,595.2,8.751,595.25,11.474,595.3,7.854,595.35,26.592,595.4,12.945,595.45,14.45,595.5,17.847,595.55,19.817,595.05,4.397,595,1.026,594.95,0.041,594.9,0.085,594.85,2.723,594.8,2.728,594.75,8.265,594.7,2.733,594.65,8.689,594.6,7.722
1715247433268,1715247433227878000,GATE,BNBUSDT,595.1,10.804,595.15,6.562,595.2,8.751,595.25,11.474,595.3,10.577,595.35,26.592,595.4,12.945,595.45,14.45,595.5,17.847,595.55,19.85,595.05,1.147,595,1.026,594.95,0.041,594.9,0.085,594.85,2.723,594.8,6.978,594.75,8.265,594.7,6.983,594.65,8.689,594.6,7.722
1715247433329,1715247433307400000,GATE,BNBUSDT,595.1,7.554,595.15,6.562,595.2,8.751,595.25,11.474,595.3,10.577,595.35,26.592,595.4,12.945,595.45,14.45,595.5,17.847,595.55,19.85,595.05,7.125,595,1.026,594.95,0.041,594.9,0.085,594.85,2.723,594.8,6.978,594.75,8.265,594.7,6.983,594.65,8.689,594.6,7.722
1715247433412,1715247433407219000,GATE,BNBUSDT,595.1,7.554,595.15,4.971,595.2,8.751,595.25,11.474,595.3,12.808,595.35,26.592,595.4,12.945,595.45,14.45,595.5,17.847,595.55,21.034,595.05,7.125,595,1.026,594.95,0.041,594.9,0.085,594.85,2.723,594.8,7.488,594.75,8.265,594.7,6.983,594.65,8.689,594.6,7.722
1715247433572,1715247433517765000,GATE,BNBUSDT,595.15,1.933,595.2,2.046,595.25,10.67,595.3,10.103,595.35,24.146,595.4,12.945,595.45,14.45,595.5,17.847,595.55,19.872,595.6,17.684,595.1,3.25,595.05,7.125,595,1.026,594.95,0.041,594.9,0.085,594.85,2.723,594.8,7.488,594.75,8.265,594.7,6.983,594.65,8.689
1715247433665,1715247433609710000,GATE,BNBUSDT,595.2,3.613,595.25,11.852,595.3,7.38,595.35,21.423,595.4,15.647,595.45,11.2,595.5,21.393,595.55,19.872,595.6,17.684,595.65,14.384,595.15,1.076,595.1,11.477,595.05,5.978,595,1.026,594.95,0.041,594.9,0.085,594.85,5.973,594.8,7.488,594.75,8.265,594.7,6.983
