timestamp,local_timestamp,exchange,symbol,side,price,qty
1715247542381,1715247542315623000,GATE,BNBUSDT,BUY,596.5,0.001
1715247542381,1715247542315658000,GATE,BNBUSDT,BUY,596.5,0.005
1715247542381,1715247542315693000,GATE,BNBUSDT,BUY,596.5,0.142
1715247542382,1715247542315728000,GATE,BNBUSDT,BUY,596.55,1.487
1715247542384,1715247542318597000,GATE,BNBUSDT,BUY,596.55,0.442
1715247542384,1715247542320028000,GATE,BNBUSDT,BUY,596.6,0.002
1715247542384,1715247542320069000,GATE,BNBUSDT,BUY,596.65,0.001
1715247542384,1715247542320104000,GATE,BNBUSDT,BUY,596.65,3.25
1715247542410,1715247542345974000,GATE,BNBUSDT,SELL,596.7,0.546
1715247542412,1715247542346102000,GATE,BNBUSDT,SELL,596.7,0.546
1715247545672,1715247545605749000,GATE,BNBUSDT,SELL,596.25,4.189
1715247547222,1715247547159227000,GATE,BNBUSDT,SELL,596.15,0.002
1715247548747,1715247548680847000,GATE,BNBUSDT,BUY,596.2,0.51
1715247548928,1715247548862735000,GATE,BNBUSDT,BUY,596.2,3.286
1715247548928,1715247548862784000,GATE,BNBUSDT,BUY,596.2,1.082
1715247557971,1715247557905717000,GATE,BNBUSDT,SELL,596.25,1.369
1715247557971,1715247557905795000,GATE,BNBUSDT,SELL,596.25,0.741
